,Unnamed: 0,message,date,sender_id,message_id,channel,cleaned_message,sentiment,sentiment_category,hashtags,keywords
54,54,**280₹ To 350₹ 🏆📈❤️**,2024-12-05 08:04:36+00:00,-1001923600221,19160,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 350 ,0.0,neutral,[],[]
55,55,**280₹ To 340₹ 🏆📈❤️**,2024-12-05 08:04:31+00:00,-1001923600221,19159,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 340 ,0.0,neutral,[],[]
62,62,"**280 To 330++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-05 07:59:52+00:00,-1001923600221,19151,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 330 3rd target hit  book your 100 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
63,63,**280₹ To 330₹ 🏆📈❤️**,2024-12-05 07:59:31+00:00,-1001923600221,19150,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 330 ,0.0,neutral,[],[]
64,64,"**दोस्तो खुद ट्रेडिंग कर कर के Loss मत करो....!!

एक बार हमारे पास इन्वेस्ट करके Result Dekho....💝💰💯

Daily Earning Karoge....!!

मेरी Guarantee हैं....😍💰💯

रोजाना लोस करने से अच्छा है डायरेक्ट हमारे पास इन्वेस्ट करो और रोजाना आराम से कमाओ....!

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-12-05 05:09:51+00:00,-1001923600221,19140,https://t.me/Zero_to_hero_sr_stocks_nifty_505,      loss        result dekhodaily earning karoge guarantee                httpswame916378809418texthellomoneyinvestsirhttpswame916378809418texthellomoneyinvestsir,-0.0772,neutral,[],[]
71,71,"**280 To 320++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-05 04:31:26+00:00,-1001923600221,19123,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 320 2nd target hit  book your 70 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
72,72,**280₹ To 320₹ 🏆📈❤️**,2024-12-05 04:31:07+00:00,-1001923600221,19122,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 320 ,0.0,neutral,[],[]
83,83,"**280 To 310++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-05 03:53:51+00:00,-1001923600221,19110,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 310 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
84,84,**280₹ To 310₹ 🏆📈❤️**,2024-12-05 03:53:28+00:00,-1001923600221,19109,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 310 ,0.0,neutral,[],[]
85,85,**280₹ To 300₹ 🏆📈❤️**,2024-12-05 03:53:21+00:00,-1001923600221,19108,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 300 ,0.0,neutral,[],[]
86,86,**280₹ To 290₹ 🏆📈❤️**,2024-12-05 03:53:15+00:00,-1001923600221,19107,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 290 ,0.0,neutral,[],[]
87,87,**280₹ To 280₹ 🏆📈❤️**,2024-12-05 03:52:59+00:00,-1001923600221,19106,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 280 ,0.0,neutral,[],[]
88,88,"**BANKNIFTY 24 DEC  54600 CE**__

🏛 BUY ABOVE :- __280__

📊 Current Price : __280__


**Target..310//320//330++**

☠️ **Stoploss : PAID**__",2024-12-05 03:52:18+00:00,-1001923600221,19105,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 24 dec 54600 ce buy above  280 current price  280target310320330 stoploss  paid,0.0,neutral,[],['buy']
89,89,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-12-05 03:30:16+00:00,-1001923600221,19103,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
90,90,"**TODAY FII&DII DATA:- 04-12-2024

FII BUY NET 👉 1797.60 Cr.☘

DII SELL NET 👉 900.62 Cr. 🔻

NET BUYING :-  896.98 Cr. 🟢**",2024-12-04 14:52:30+00:00,-1001923600221,19101,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 04122024fii buy net  179760 crdii sell net  90062 cr net buying  89698 cr ,0.0,neutral,[],"['buy', 'sell']"
107,107,"**BANK NIFTY 👉 290 TO 490 ✅✅ NEW HIGH 

200 POINT DONE IN BANK NIFTY PAPER TRADE STUDY....🙏**

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2024-12-04 09:33:50+00:00,-1001923600221,19080,https://t.me/Zero_to_hero_sr_stocks_nifty_505,bank nifty  290 to 490  new high 200 point done in bank nifty paper trade study,0.6597,positive,[],[]
108,108,"**BANK NIFTY 👉 290 TO 440 ✅✅ NEW HIGH 

150 POINT DONE IN BANK NIFTY PAPER TRADE STUDY....🙏**

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2024-12-04 09:33:38+00:00,-1001923600221,19079,https://t.me/Zero_to_hero_sr_stocks_nifty_505,bank nifty  290 to 440  new high 150 point done in bank nifty paper trade study,0.6597,positive,[],[]
115,115,**290₹ To 390₹ 🏆📈❤️**,2024-12-04 05:57:07+00:00,-1001923600221,19065,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 390 ,0.0,neutral,[],[]
116,116,**290₹ To 380₹ 🏆📈❤️**,2024-12-04 05:57:02+00:00,-1001923600221,19064,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 380 ,0.0,neutral,[],[]
117,117,**290₹ To 370₹ 🏆📈❤️**,2024-12-04 05:56:57+00:00,-1001923600221,19063,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 370 ,0.0,neutral,[],[]
118,118,**290₹ To 360₹ 🏆📈❤️**,2024-12-04 05:56:52+00:00,-1001923600221,19062,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 360 ,0.0,neutral,[],[]
119,119,**290₹ To 350₹ 🏆📈❤️**,2024-12-04 05:56:47+00:00,-1001923600221,19061,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 350 ,0.0,neutral,[],[]
126,126,"**इतना भा क्या सोच रहे हो जितना आपका 1 दिन का लॉस है उसे सस्ता मेरा INVEST ग्रुप का फीस  है तो फटाफट ज्वाइन कर लो आपकी जर्नी आज से ही चालू हो जाएगी 🥳🥳🥳🥳🥳💯💯💯

और आप आज ज्वाइन करोगे तो आपको आज के आज ही आपका फीस का 3 गुना रिकवर करके देंगे हंड्रेड परसेंट गारंटी देता हूं 🥳🥳

Join click on 🔗 INDEX

INVEST 👇👇👇

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
**
**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR***

STOCK OPTIONS 👇👇👇

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-12-04 05:54:04+00:00,-1001923600221,19054,https://t.me/Zero_to_hero_sr_stocks_nifty_505,        1        invest                                3          join click on  indexinvest httpswame916378809418texthellomoneyinvestsirhttpswame916378809418texthellomoneyinvestsirstock options httpswame916378809418texthellomoneyinvestsir,0.296,neutral,[],[]
127,127,"**290 To 340++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-04 04:25:32+00:00,-1001923600221,19043,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 340 3rd target hit  book your 100 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
128,128,**290₹ To 340₹ 🏆📈❤️**,2024-12-04 04:25:12+00:00,-1001923600221,19042,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 340 ,0.0,neutral,[],[]
135,135,"**दोस्तो खुद ट्रेडिंग कर कर के Loss मत करो....!!

एक बार हमारे पास इन्वेस्ट करके Result Dekho....💝💰💯

Daily Earning Karoge....!!

मेरी Guarantee हैं....😍💰💯

रोजाना लोस करने से अच्छा है डायरेक्ट हमारे पास इन्वेस्ट करो और रोजाना आराम से कमाओ....!

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-12-04 04:16:49+00:00,-1001923600221,19031,https://t.me/Zero_to_hero_sr_stocks_nifty_505,      loss        result dekhodaily earning karoge guarantee                httpswame916378809418texthellomoneyinvestsirhttpswame916378809418texthellomoneyinvestsir,-0.0772,neutral,[],[]
136,136,"**290 To 330++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-04 04:16:36+00:00,-1001923600221,19030,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 330 2nd target hit  book your 70 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
137,137,**290₹ To 330₹ 🏆📈❤️**,2024-12-04 04:16:14+00:00,-1001923600221,19029,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 330 ,0.0,neutral,[],[]
148,148,"**290 To 320++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-04 04:06:24+00:00,-1001923600221,19010,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 320 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
149,149,**290₹ To 320₹ 🏆📈❤️**,2024-12-04 04:06:07+00:00,-1001923600221,19009,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 320 ,0.0,neutral,[],[]
150,150,**290₹ To 310₹ 🏆📈❤️**,2024-12-04 04:06:02+00:00,-1001923600221,19008,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 310 ,0.0,neutral,[],[]
151,151,**290₹ To 300₹ 🏆📈❤️**,2024-12-04 04:05:56+00:00,-1001923600221,19007,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 300 ,0.0,neutral,[],[]
152,152,**290₹ To 290₹ 🏆📈❤️**,2024-12-04 04:05:39+00:00,-1001923600221,19006,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 290 ,0.0,neutral,[],[]
153,153,"**BANKNIFTY 24 DEC  54100 CE**__

🏛 BUY ABOVE :- __290__

📊 Current Price : __290__


**Target..320//330//340++**

☠️ **Stoploss : PAID**__",2024-12-04 04:04:53+00:00,-1001923600221,19005,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 24 dec 54100 ce buy above  290 current price  290target320330340 stoploss  paid,0.0,neutral,[],['buy']
154,154,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-12-04 03:37:04+00:00,-1001923600221,19003,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
155,155,"**TODAY FII&DII DATA:- 03-12-2024

FII BUY NET 👉 3664.67 Cr.☘

DII SELL NET 👉 250.99 Cr. 🔻

NET BUYING :-  3413.68 Cr. 🟢**",2024-12-03 15:39:08+00:00,-1001923600221,19001,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 03122024fii buy net  366467 crdii sell net  25099 cr net buying  341368 cr ,0.0,neutral,[],"['buy', 'sell']"
166,166,"**300 To 350++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-03 07:00:42+00:00,-1001923600221,18983,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 350 3rd target hit  book your 100 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
173,173,**300₹ To 350₹ 🏆📈❤️**,2024-12-03 06:58:07+00:00,-1001923600221,18976,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 350 ,0.0,neutral,[],[]
174,174,"**300 To 340++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-03 06:57:53+00:00,-1001923600221,18975,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 340 2nd target hit  book your 70 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
175,175,**300₹ To 340₹ 🏆📈❤️**,2024-12-03 06:57:28+00:00,-1001923600221,18974,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 340 ,0.0,neutral,[],[]
176,176,"**दोस्तो खुद ट्रेडिंग कर कर के Loss मत करो....!!

एक बार हमारे पास इन्वेस्ट करके Result Dekho....💝💰💯

Daily Earning Karoge....!!

मेरी Guarantee हैं....😍💰💯

रोजाना लोस करने से अच्छा है डायरेक्ट हमारे पास इन्वेस्ट करो और रोजाना आराम से कमाओ....!

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-12-03 04:28:52+00:00,-1001923600221,18964,https://t.me/Zero_to_hero_sr_stocks_nifty_505,      loss        result dekhodaily earning karoge guarantee                httpswame916378809418texthellomoneyinvestsirhttpswame916378809418texthellomoneyinvestsir,-0.0772,neutral,[],[]
187,187,"**300 To 330++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-03 04:14:27+00:00,-1001923600221,18939,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 330 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
188,188,**300₹ To 330₹ 🏆📈❤️**,2024-12-03 04:14:10+00:00,-1001923600221,18938,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 330 ,0.0,neutral,[],[]
189,189,**300₹ To 320₹ 🏆📈❤️**,2024-12-03 04:12:44+00:00,-1001923600221,18936,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 320 ,0.0,neutral,[],[]
190,190,**300₹ To 310₹ 🏆📈❤️**,2024-12-03 04:12:38+00:00,-1001923600221,18935,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 310 ,0.0,neutral,[],[]
191,191,**300₹ To 300₹ 🏆📈❤️**,2024-12-03 04:12:24+00:00,-1001923600221,18934,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 300 ,0.0,neutral,[],[]
192,192,"**BANKNIFTY 24 DEC  53800 CE**__

🏛 BUY ABOVE :- __300__

📊 Current Price : __300__


**Target..330//340//350++**

☠️ **Stoploss : PAID**__",2024-12-03 04:00:34+00:00,-1001923600221,18933,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 24 dec 53800 ce buy above  300 current price  300target330340350 stoploss  paid,0.0,neutral,[],['buy']
193,193,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-12-03 02:48:19+00:00,-1001923600221,18925,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
194,194,"**TODAY FII&DII DATA:- 02-12-2024

FII SELL NET 👉 238.28 Cr.🔻

DII BUY NET 👉 3588.66 Cr. ☘

NET BUYING :-  3350.38 Cr. 🟢**",2024-12-02 14:32:02+00:00,-1001923600221,18922,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 02122024fii sell net  23828 crdii buy net  358866 cr net buying  335038 cr ,0.0,neutral,[],"['sell', 'buy']"
195,195,"**200 To 230++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-02 04:10:38+00:00,-1001923600221,18871,https://t.me/Zero_to_hero_sr_stocks_nifty_505,200 to 230 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
196,196,**200₹ To 230₹ 🏆📈❤️**,2024-12-02 04:10:10+00:00,-1001923600221,18870,https://t.me/Zero_to_hero_sr_stocks_nifty_505,200 to 230 ,0.0,neutral,[],[]
197,197,**200₹ To 220₹ 🏆📈❤️**,2024-12-02 04:10:06+00:00,-1001923600221,18869,https://t.me/Zero_to_hero_sr_stocks_nifty_505,200 to 220 ,0.0,neutral,[],[]
198,198,**200₹ To 210₹ 🏆📈❤️**,2024-12-02 04:10:02+00:00,-1001923600221,18868,https://t.me/Zero_to_hero_sr_stocks_nifty_505,200 to 210 ,0.0,neutral,[],[]
199,199,**200₹ To 200₹ 🏆📈❤️**,2024-12-02 04:09:55+00:00,-1001923600221,18867,https://t.me/Zero_to_hero_sr_stocks_nifty_505,200 to 200 ,0.0,neutral,[],[]
200,200,"**BANKNIFTY 24 DEC  53800 CE**__

🏛 BUY ABOVE :- __200__

📊 Current Price : __200__


**Target..230//240//250++**

☠️ **Stoploss : PAID**__",2024-12-02 04:08:58+00:00,-1001923600221,18866,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 24 dec 53800 ce buy above  200 current price  200target230240250 stoploss  paid,0.0,neutral,[],['buy']
201,201,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-12-02 02:26:51+00:00,-1001923600221,18864,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
202,202,"**TODAY FII&DII DATA:- 29-11-2024

FII SELL NET 👉 4383.55 Cr.🔻

DII BUY NET 👉 5723.34 Cr. ☘

NET BUYING :-  1374.79 Cr. 🟢**",2024-11-29 17:03:18+00:00,-1001923600221,18862,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 29112024fii sell net  438355 crdii buy net  572334 cr net buying  137479 cr ,0.0,neutral,[],"['sell', 'buy']"
204,204,**4.75 lacs ++++ profit booked 😍😍😍😍**,2024-11-29 13:25:48+00:00,-1001923600221,18859,https://t.me/Zero_to_hero_sr_stocks_nifty_505,475 lacs  profit booked ,0.4404,neutral,[],[]
243,243,"**✔️Payment Successfully🙏

Investment Of 30,000/-

Return with profit 1,50,000/-

Whatsapp Massage 📱
**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-11-29 05:02:09+00:00,-1001923600221,18814,https://t.me/Zero_to_hero_sr_stocks_nifty_505,payment successfullyinvestment of 30000return with profit 150000whatsapp massage httpswame916378809418texthellomoneyinvestsirhttpswame916378809418texthellomoneyinvestsir,0.4404,neutral,[],[]
244,244,"**400 To 450++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-29 04:50:07+00:00,-1001923600221,18808,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 450 3rd target hit  book your 100 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
245,245,**400₹ To 450₹ 🏆📈❤️**,2024-11-29 04:49:47+00:00,-1001923600221,18807,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 450 ,0.0,neutral,[],[]
256,256,"**400 To 440++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-29 04:44:16+00:00,-1001923600221,18795,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 440 2nd target hit  book your 70 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
257,257,**400₹ To 440₹ 🏆📈❤️**,2024-11-29 04:43:52+00:00,-1001923600221,18794,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 440 ,0.0,neutral,[],[]
258,258,"**400 To 430++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-29 04:43:40+00:00,-1001923600221,18793,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 430 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
259,259,**400₹ To 430₹ 🏆📈❤️**,2024-11-29 04:43:22+00:00,-1001923600221,18792,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 430 ,0.0,neutral,[],[]
